invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-10248,2024-10-19,Office Supplies,General Office Supplies entry,3758.18,Debit,Admin,Staples Business,Check
ACT-10249,2024-02-04,Inventory Purchase,General Inventory Purchase entry,4949.96,Debit,Sales,Various Wholesale,Check
ACT-10250,2024-05-29,Inventory Purchase,General Inventory Purchase entry,4376.33,Debit,Warehouse,Various Wholesale,Credit Card
ACT-10251,2023-03-25,Utilities,General Utilities entry,3273.84,Debit,Warehouse,City Power & Water,Check
ACT-10252,2023-10-24,Revenue,Daily Sales Deposit,5873.74,Credit,Sales,Customer Payments,Check
ACT-10253,2023-12-26,Revenue,Daily Sales Deposit,9619.44,Credit,Sales,Customer Payments,Credit Card
ACT-10254,2025-03-11,Inventory Purchase,General Inventory Purchase entry,405.9,Debit,Marketing,Various Wholesale,Check
ACT-10255,2025-01-08,Revenue,Daily Sales Deposit,12187.61,Credit,Sales,Customer Payments,ACH
ACT-10256,2025-10-10,Inventory Purchase,General Inventory Purchase entry,5456.62,Debit,Sales,Various Wholesale,Check
ACT-10257,2023-09-25,Office Supplies,General Office Supplies entry,5421.37,Debit,Warehouse,Staples Business,Check
ACT-10258,2025-03-30,Revenue,Daily Sales Deposit,5528.85,Credit,Sales,Customer Payments,Check
ACT-10259,2023-06-26,Revenue,Daily Sales Deposit,21193.26,Credit,Sales,Customer Payments,Credit Card
ACT-10260,2024-11-03,Revenue,Daily Sales Deposit,11299.04,Credit,Sales,Customer Payments,ACH
ACT-10261,2025-06-03,Revenue,Daily Sales Deposit,19894.99,Credit,Sales,Customer Payments,Credit Card
ACT-10262,2024-12-03,Revenue,Daily Sales Deposit,21282.64,Credit,Sales,Customer Payments,Credit Card
ACT-10263,2023-12-22,Utilities,General Utilities entry,4629.47,Debit,Admin,City Power & Water,ACH
ACT-10264,2025-06-01,Inventory Purchase,General Inventory Purchase entry,5925.96,Debit,Sales,Various Wholesale,Check
ACT-10265,2023-12-27,Office Supplies,General Office Supplies entry,7709.78,Debit,Marketing,Staples Business,ACH
ACT-10266,2024-06-28,Revenue,Daily Sales Deposit,11501.49,Credit,Sales,Customer Payments,Check
ACT-10267,2023-03-13,Revenue,Daily Sales Deposit,17906.69,Credit,Sales,Customer Payments,Check
ACT-10268,2023-08-08,Utilities,General Utilities entry,6700.15,Debit,Sales,City Power & Water,Check
ACT-10269,2023-01-09,Utilities,General Utilities entry,4117.76,Debit,Warehouse,City Power & Water,ACH
ACT-10270,2024-11-29,Office Supplies,General Office Supplies entry,1726.08,Debit,Operations,Staples Business,Credit Card
ACT-10271,2025-07-25,Revenue,Daily Sales Deposit,5278.13,Credit,Sales,Customer Payments,Credit Card
ACT-10272,2023-04-03,Office Supplies,General Office Supplies entry,4379.58,Debit,Admin,Staples Business,ACH
ACT-10273,2024-07-24,Revenue,Daily Sales Deposit,5628.35,Credit,Sales,Customer Payments,Credit Card
ACT-10274,2025-08-03,Revenue,Daily Sales Deposit,18037.01,Credit,Sales,Customer Payments,Check
ACT-10275,2025-03-10,Inventory Purchase,General Inventory Purchase entry,5112.6,Debit,Sales,Various Wholesale,ACH
ACT-10276,2025-11-06,Utilities,General Utilities entry,7514.75,Debit,Sales,City Power & Water,Check
ACT-10277,2025-04-30,Revenue,Daily Sales Deposit,16342.09,Credit,Sales,Customer Payments,ACH
ACT-10278,2023-08-29,Utilities,General Utilities entry,2303.59,Debit,Warehouse,City Power & Water,Check
ACT-10279,2025-06-23,Office Supplies,General Office Supplies entry,518.35,Debit,Marketing,Staples Business,Check
ACT-10280,2024-03-08,Utilities,General Utilities entry,828.12,Debit,Marketing,City Power & Water,Credit Card
ACT-10281,2023-06-13,Revenue,Daily Sales Deposit,11996.04,Credit,Sales,Customer Payments,ACH
ACT-10282,2025-08-19,Office Supplies,General Office Supplies entry,4604.87,Debit,Operations,Staples Business,ACH
ACT-10283,2023-10-09,Inventory Purchase,General Inventory Purchase entry,1583.03,Debit,Warehouse,Various Wholesale,Credit Card
ACT-10284,2025-01-05,Revenue,Daily Sales Deposit,17093.37,Credit,Sales,Customer Payments,Credit Card
ACT-10285,2025-07-14,Revenue,Daily Sales Deposit,20050.01,Credit,Sales,Customer Payments,Check
ACT-10286,2024-12-23,Revenue,Daily Sales Deposit,17365.2,Credit,Sales,Customer Payments,Credit Card
ACT-10287,2023-05-16,Inventory Purchase,General Inventory Purchase entry,1286.94,Debit,Operations,Various Wholesale,Credit Card
ACT-10288,2024-02-26,Office Supplies,General Office Supplies entry,6164.95,Debit,Marketing,Staples Business,ACH
ACT-10289,2025-12-26,Office Supplies,General Office Supplies entry,2298.68,Debit,Operations,Staples Business,ACH
ACT-10290,2023-11-24,Revenue,Daily Sales Deposit,10305.66,Credit,Sales,Customer Payments,Credit Card
ACT-10291,2023-09-17,Revenue,Daily Sales Deposit,16722.59,Credit,Sales,Customer Payments,Check
ACT-10292,2024-01-29,Revenue,Daily Sales Deposit,12560.6,Credit,Sales,Customer Payments,Credit Card
ACT-10293,2023-08-18,Revenue,Daily Sales Deposit,10291.21,Credit,Sales,Customer Payments,Check
ACT-10294,2025-10-18,Office Supplies,General Office Supplies entry,360.55,Debit,Admin,Staples Business,Credit Card
ACT-10295,2025-03-31,Inventory Purchase,General Inventory Purchase entry,6841.45,Debit,Warehouse,Various Wholesale,ACH
ACT-10296,2024-10-15,Revenue,Daily Sales Deposit,16367.16,Credit,Sales,Customer Payments,ACH
ACT-10297,2025-07-27,Revenue,Daily Sales Deposit,11989.83,Credit,Sales,Customer Payments,Check
ACT-10298,2025-12-17,Revenue,Daily Sales Deposit,21510.7,Credit,Sales,Customer Payments,Credit Card
ACT-10299,2023-10-02,Revenue,Daily Sales Deposit,23514.6,Credit,Sales,Customer Payments,Check
ACT-10300,2025-10-30,Inventory Purchase,General Inventory Purchase entry,6633.16,Debit,Marketing,Various Wholesale,Credit Card
ACT-10301,2024-05-25,Office Supplies,General Office Supplies entry,4938.66,Debit,Sales,Staples Business,Credit Card
ACT-10302,2023-04-05,Revenue,Daily Sales Deposit,10186.28,Credit,Sales,Customer Payments,Check
ACT-10303,2024-01-26,Utilities,General Utilities entry,3530.46,Debit,Admin,City Power & Water,Credit Card
ACT-10304,2025-03-30,Revenue,Daily Sales Deposit,16865.92,Credit,Sales,Customer Payments,Credit Card
ACT-10305,2023-07-27,Office Supplies,General Office Supplies entry,125.97,Debit,Warehouse,Staples Business,Credit Card
ACT-10306,2024-08-21,Inventory Purchase,General Inventory Purchase entry,153.87,Debit,Warehouse,Various Wholesale,ACH
ACT-10307,2023-11-27,Utilities,General Utilities entry,7200.61,Debit,Admin,City Power & Water,Credit Card
ACT-10308,2023-01-27,Revenue,Daily Sales Deposit,24988.79,Credit,Sales,Customer Payments,Credit Card
ACT-10309,2024-05-23,Revenue,Daily Sales Deposit,5885.16,Credit,Sales,Customer Payments,Check
ACT-10310,2025-05-18,Revenue,Daily Sales Deposit,20977.08,Credit,Sales,Customer Payments,Check
ACT-10311,2023-07-11,Inventory Purchase,General Inventory Purchase entry,6033.77,Debit,Warehouse,Various Wholesale,Check
ACT-10312,2023-04-25,Revenue,Daily Sales Deposit,19435.15,Credit,Sales,Customer Payments,Credit Card
ACT-10313,2023-02-20,Office Supplies,General Office Supplies entry,6969.98,Debit,Admin,Staples Business,Credit Card
ACT-10314,2024-02-24,Utilities,General Utilities entry,3969.71,Debit,Operations,City Power & Water,Check
ACT-10315,2025-12-05,Office Supplies,General Office Supplies entry,5921.68,Debit,Operations,Staples Business,Check
ACT-10316,2025-04-21,Utilities,General Utilities entry,2600.63,Debit,Marketing,City Power & Water,Check
ACT-10317,2025-03-11,Revenue,Daily Sales Deposit,7885.2,Credit,Sales,Customer Payments,ACH
ACT-10318,2025-08-23,Utilities,General Utilities entry,7792.2,Debit,Sales,City Power & Water,Check
ACT-10319,2024-06-05,Utilities,General Utilities entry,4816.02,Debit,Marketing,City Power & Water,ACH
ACT-10320,2025-04-12,Inventory Purchase,General Inventory Purchase entry,4199.9,Debit,Marketing,Various Wholesale,Check
ACT-10321,2024-10-16,Inventory Purchase,General Inventory Purchase entry,7284.24,Debit,Warehouse,Various Wholesale,ACH
ACT-10322,2023-11-09,Revenue,Daily Sales Deposit,6673.98,Credit,Sales,Customer Payments,Check
ACT-10323,2025-06-09,Office Supplies,General Office Supplies entry,5844.49,Debit,Marketing,Staples Business,Credit Card
ACT-10324,2023-03-23,Inventory Purchase,General Inventory Purchase entry,6338.88,Debit,Sales,Various Wholesale,Credit Card
ACT-10325,2025-02-04,Revenue,Daily Sales Deposit,15274.08,Credit,Sales,Customer Payments,Credit Card
ACT-10326,2023-05-01,Office Supplies,General Office Supplies entry,6461.02,Debit,Admin,Staples Business,ACH
ACT-10327,2024-06-29,Inventory Purchase,General Inventory Purchase entry,1083.21,Debit,Sales,Various Wholesale,ACH
ACT-10328,2025-10-03,Inventory Purchase,General Inventory Purchase entry,7059.02,Debit,Admin,Various Wholesale,ACH
ACT-10329,2025-10-26,Utilities,General Utilities entry,3802.0,Debit,Marketing,City Power & Water,Credit Card
ACT-10330,2023-12-03,Office Supplies,General Office Supplies entry,2842.09,Debit,Operations,Staples Business,Credit Card
ACT-10331,2025-01-06,Office Supplies,General Office Supplies entry,866.79,Debit,Operations,Staples Business,ACH
ACT-10332,2023-03-08,Revenue,Daily Sales Deposit,18244.01,Credit,Sales,Customer Payments,ACH
ACT-10333,2025-11-15,Office Supplies,General Office Supplies entry,2749.29,Debit,Marketing,Staples Business,ACH
ACT-10334,2023-01-30,Revenue,Daily Sales Deposit,16156.74,Credit,Sales,Customer Payments,Check
ACT-10335,2024-07-24,Office Supplies,General Office Supplies entry,1410.88,Debit,Admin,Staples Business,Credit Card
ACT-10336,2023-06-02,Revenue,Daily Sales Deposit,22231.16,Credit,Sales,Customer Payments,Check
ACT-10337,2025-04-06,Revenue,Daily Sales Deposit,15005.28,Credit,Sales,Customer Payments,Check
ACT-10338,2025-11-21,Inventory Purchase,General Inventory Purchase entry,5047.4,Debit,Admin,Various Wholesale,ACH
ACT-10339,2023-01-13,Revenue,Daily Sales Deposit,17556.68,Credit,Sales,Customer Payments,Credit Card
ACT-10340,2023-05-18,Office Supplies,General Office Supplies entry,4170.27,Debit,Warehouse,Staples Business,Check
ACT-10341,2024-06-02,Revenue,Daily Sales Deposit,5881.18,Credit,Sales,Customer Payments,Check
ACT-10342,2025-01-21,Office Supplies,General Office Supplies entry,1596.94,Debit,Warehouse,Staples Business,ACH
ACT-10343,2025-05-20,Revenue,Daily Sales Deposit,21823.71,Credit,Sales,Customer Payments,Credit Card
ACT-10344,2023-04-11,Revenue,Daily Sales Deposit,16406.39,Credit,Sales,Customer Payments,Check
ACT-10345,2025-08-04,Office Supplies,General Office Supplies entry,1217.35,Debit,Warehouse,Staples Business,Credit Card
ACT-10346,2025-08-09,Inventory Purchase,General Inventory Purchase entry,547.17,Debit,Operations,Various Wholesale,ACH
ACT-10347,2023-02-02,Revenue,Daily Sales Deposit,22065.98,Credit,Sales,Customer Payments,ACH
ACT-10348,2025-02-05,Utilities,General Utilities entry,3158.72,Debit,Marketing,City Power & Water,Credit Card
ACT-10349,2024-05-08,Inventory Purchase,General Inventory Purchase entry,4535.75,Debit,Admin,Various Wholesale,Credit Card
ACT-10350,2025-07-28,Revenue,Daily Sales Deposit,24109.45,Credit,Sales,Customer Payments,ACH
ACT-10351,2023-01-29,Office Supplies,General Office Supplies entry,5887.75,Debit,Admin,Staples Business,Credit Card
ACT-10352,2024-06-03,Inventory Purchase,General Inventory Purchase entry,7070.7,Debit,Operations,Various Wholesale,ACH
ACT-10353,2025-12-25,Office Supplies,General Office Supplies entry,7983.86,Debit,Marketing,Staples Business,Check
ACT-10354,2023-07-19,Revenue,Daily Sales Deposit,14439.65,Credit,Sales,Customer Payments,Credit Card
ACT-10355,2025-11-29,Office Supplies,General Office Supplies entry,3337.13,Debit,Operations,Staples Business,Check
ACT-10356,2024-01-02,Office Supplies,General Office Supplies entry,4750.57,Debit,Admin,Staples Business,Check
ACT-10357,2024-11-27,Inventory Purchase,General Inventory Purchase entry,5224.05,Debit,Operations,Various Wholesale,ACH
ACT-10358,2025-02-26,Revenue,Daily Sales Deposit,8212.19,Credit,Sales,Customer Payments,Credit Card
ACT-10359,2025-05-04,Office Supplies,General Office Supplies entry,933.76,Debit,Marketing,Staples Business,Credit Card
ACT-10360,2023-05-30,Revenue,Daily Sales Deposit,5335.07,Credit,Sales,Customer Payments,ACH
ACT-10361,2023-06-23,Utilities,General Utilities entry,7558.74,Debit,Admin,City Power & Water,Check
ACT-10362,2023-01-15,Office Supplies,General Office Supplies entry,2970.89,Debit,Sales,Staples Business,Credit Card
ACT-10363,2023-03-05,Inventory Purchase,General Inventory Purchase entry,5901.95,Debit,Admin,Various Wholesale,ACH
ACT-10364,2024-10-15,Inventory Purchase,General Inventory Purchase entry,4897.01,Debit,Marketing,Various Wholesale,Check
ACT-10365,2024-01-14,Revenue,Daily Sales Deposit,18749.67,Credit,Sales,Customer Payments,Check
ACT-10366,2023-05-22,Revenue,Daily Sales Deposit,14541.94,Credit,Sales,Customer Payments,Check
ACT-10367,2024-08-23,Revenue,Daily Sales Deposit,8890.95,Credit,Sales,Customer Payments,ACH
ACT-10368,2024-03-09,Revenue,Daily Sales Deposit,12701.39,Credit,Sales,Customer Payments,Credit Card
ACT-10369,2025-05-01,Office Supplies,General Office Supplies entry,3687.87,Debit,Admin,Staples Business,Check
ACT-10370,2025-09-27,Inventory Purchase,General Inventory Purchase entry,4395.01,Debit,Operations,Various Wholesale,Check
ACT-10371,2025-09-13,Revenue,Daily Sales Deposit,24093.2,Credit,Sales,Customer Payments,Check
ACT-10372,2024-06-09,Inventory Purchase,General Inventory Purchase entry,4007.29,Debit,Admin,Various Wholesale,Check
ACT-10373,2024-10-24,Revenue,Daily Sales Deposit,13503.57,Credit,Sales,Customer Payments,ACH
ACT-10374,2023-01-27,Inventory Purchase,General Inventory Purchase entry,3907.17,Debit,Admin,Various Wholesale,ACH
ACT-10375,2024-04-11,Revenue,Daily Sales Deposit,11115.1,Credit,Sales,Customer Payments,Check
ACT-10376,2024-07-20,Utilities,General Utilities entry,512.07,Debit,Sales,City Power & Water,Check
ACT-10377,2023-10-18,Utilities,General Utilities entry,4800.35,Debit,Admin,City Power & Water,ACH
ACT-10378,2023-10-10,Inventory Purchase,General Inventory Purchase entry,7345.72,Debit,Operations,Various Wholesale,ACH
ACT-10379,2023-10-12,Revenue,Daily Sales Deposit,9184.04,Credit,Sales,Customer Payments,ACH
ACT-10380,2023-01-08,Revenue,Daily Sales Deposit,9382.08,Credit,Sales,Customer Payments,ACH
ACT-10381,2024-04-17,Inventory Purchase,General Inventory Purchase entry,204.09,Debit,Operations,Various Wholesale,Credit Card
ACT-10382,2025-07-13,Revenue,Daily Sales Deposit,7454.04,Credit,Sales,Customer Payments,Credit Card
ACT-10383,2023-05-26,Revenue,Daily Sales Deposit,15686.59,Credit,Sales,Customer Payments,Credit Card
ACT-10384,2024-04-29,Revenue,Daily Sales Deposit,18650.01,Credit,Sales,Customer Payments,Credit Card
ACT-10385,2023-01-04,Revenue,Daily Sales Deposit,17372.1,Credit,Sales,Customer Payments,Credit Card
ACT-10386,2024-08-25,Utilities,General Utilities entry,7956.8,Debit,Admin,City Power & Water,ACH
ACT-10387,2025-08-23,Office Supplies,General Office Supplies entry,2133.24,Debit,Marketing,Staples Business,Credit Card
ACT-10388,2025-06-18,Revenue,Daily Sales Deposit,15451.64,Credit,Sales,Customer Payments,ACH
ACT-10389,2025-08-06,Revenue,Daily Sales Deposit,13743.16,Credit,Sales,Customer Payments,ACH
ACT-10390,2025-12-31,Office Supplies,General Office Supplies entry,4675.72,Debit,Operations,Staples Business,Credit Card
ACT-10391,2025-04-30,Utilities,General Utilities entry,4967.44,Debit,Operations,City Power & Water,Credit Card
ACT-10392,2023-06-11,Office Supplies,General Office Supplies entry,2045.85,Debit,Sales,Staples Business,ACH
ACT-10393,2025-10-11,Utilities,General Utilities entry,139.41,Debit,Warehouse,City Power & Water,ACH
ACT-10394,2024-02-26,Office Supplies,General Office Supplies entry,1348.81,Debit,Admin,Staples Business,Check
ACT-10395,2025-08-10,Utilities,General Utilities entry,6217.48,Debit,Marketing,City Power & Water,ACH
ACT-10396,2025-04-13,Utilities,General Utilities entry,3018.52,Debit,Warehouse,City Power & Water,Credit Card
ACT-10397,2025-03-06,Revenue,Daily Sales Deposit,16653.12,Credit,Sales,Customer Payments,Credit Card
ACT-10398,2023-12-14,Revenue,Daily Sales Deposit,8234.42,Credit,Sales,Customer Payments,Check
ACT-10399,2023-11-20,Inventory Purchase,General Inventory Purchase entry,7370.06,Debit,Admin,Various Wholesale,Credit Card
ACT-10400,2025-11-27,Revenue,Daily Sales Deposit,13754.67,Credit,Sales,Customer Payments,ACH
ACT-10401,2023-03-10,Inventory Purchase,General Inventory Purchase entry,5407.99,Debit,Sales,Various Wholesale,ACH
ACT-10402,2025-01-21,Inventory Purchase,General Inventory Purchase entry,258.42,Debit,Operations,Various Wholesale,ACH
ACT-10403,2024-12-01,Revenue,Daily Sales Deposit,7245.43,Credit,Sales,Customer Payments,ACH
ACT-10404,2023-01-10,Office Supplies,General Office Supplies entry,6575.23,Debit,Admin,Staples Business,ACH
ACT-10405,2025-02-17,Revenue,Daily Sales Deposit,9262.4,Credit,Sales,Customer Payments,ACH
ACT-10406,2023-12-17,Inventory Purchase,General Inventory Purchase entry,1028.48,Debit,Sales,Various Wholesale,Check
ACT-10407,2023-06-17,Office Supplies,General Office Supplies entry,1297.03,Debit,Warehouse,Staples Business,Check
ACT-10408,2024-10-23,Utilities,General Utilities entry,1467.27,Debit,Admin,City Power & Water,Check
ACT-10409,2024-01-03,Office Supplies,General Office Supplies entry,6163.47,Debit,Marketing,Staples Business,ACH
ACT-10410,2024-08-25,Utilities,General Utilities entry,5683.77,Debit,Admin,City Power & Water,Credit Card
ACT-10411,2023-06-07,Revenue,Daily Sales Deposit,16059.5,Credit,Sales,Customer Payments,ACH
ACT-10412,2023-08-01,Office Supplies,General Office Supplies entry,205.01,Debit,Marketing,Staples Business,Credit Card
ACT-10413,2025-02-02,Office Supplies,General Office Supplies entry,1071.8,Debit,Admin,Staples Business,ACH
ACT-10414,2023-07-19,Office Supplies,General Office Supplies entry,4966.32,Debit,Warehouse,Staples Business,ACH
ACT-10415,2024-09-04,Inventory Purchase,General Inventory Purchase entry,3354.08,Debit,Warehouse,Various Wholesale,Check
ACT-10416,2025-03-17,Office Supplies,General Office Supplies entry,3439.66,Debit,Sales,Staples Business,Credit Card
ACT-10417,2025-05-01,Revenue,Daily Sales Deposit,7489.16,Credit,Sales,Customer Payments,Credit Card
ACT-10418,2023-09-01,Revenue,Daily Sales Deposit,22745.28,Credit,Sales,Customer Payments,ACH
ACT-10419,2024-09-03,Office Supplies,General Office Supplies entry,5840.17,Debit,Admin,Staples Business,Credit Card
ACT-10420,2025-10-29,Office Supplies,General Office Supplies entry,4097.68,Debit,Marketing,Staples Business,Check
ACT-10421,2023-08-31,Office Supplies,General Office Supplies entry,7386.91,Debit,Operations,Staples Business,ACH
ACT-10422,2023-08-31,Office Supplies,General Office Supplies entry,7386.91,Debit,Operations,Staples Business,ACH
ACT-10423,2025-05-26,Revenue,Daily Sales Deposit,6959.53,Credit,Sales,Customer Payments,ACH
ACT-10424,2025-09-25,Revenue,Daily Sales Deposit,9513.25,Credit,Sales,Customer Payments,Check
ACT-10425,2024-12-25,Revenue,Daily Sales Deposit,13699.31,Credit,Sales,Customer Payments,Check
ACT-10426,2025-02-23,Inventory Purchase,General Inventory Purchase entry,4719.34,Debit,Warehouse,Various Wholesale,Check
ACT-10427,2023-04-29,Office Supplies,General Office Supplies entry,485.64,Debit,Admin,Staples Business,Credit Card
ACT-10428,2023-08-13,Revenue,Daily Sales Deposit,7697.42,Credit,Sales,Customer Payments,Credit Card
ACT-10429,2023-06-03,Inventory Purchase,General Inventory Purchase entry,1099.67,Debit,Sales,Various Wholesale,Credit Card
ACT-10430,2023-01-10,Utilities,General Utilities entry,5306.25,Debit,Marketing,City Power & Water,Check
ACT-10431,2025-04-11,Inventory Purchase,General Inventory Purchase entry,5573.77,Debit,Marketing,Various Wholesale,Credit Card
ACT-10432,2025-08-26,Inventory Purchase,General Inventory Purchase entry,4409.72,Debit,Operations,Various Wholesale,Check
ACT-10433,2025-09-26,Utilities,General Utilities entry,3284.74,Debit,Operations,City Power & Water,ACH
ACT-10434,2024-08-24,Revenue,Daily Sales Deposit,9403.38,Credit,Sales,Customer Payments,ACH
ACT-10435,2024-06-04,Inventory Purchase,General Inventory Purchase entry,6383.63,Debit,Operations,Various Wholesale,ACH
ACT-10436,2024-11-02,Office Supplies,General Office Supplies entry,6095.52,Debit,Sales,Staples Business,Credit Card
