invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-10249,2024-02-04,Inventory Purchase,General Inventory Purchase entry,1237.49,Debit,Sales,Various Wholesale,Check
ACT-10250,2024-05-29,Inventory Purchase,General Inventory Purchase entry,1094.08,Debit,Warehouse,Various Wholesale,Credit Card
ACT-10251,2023-03-25,Utilities,General Utilities entry,818.46,Debit,Warehouse,City Power & Water,Check
ACT-10252,2023-10-24,Revenue,Daily Sales Deposit,1468.44,Credit,Sales,Customer Payments,Check
ACT-10253,2023-12-26,Revenue,Daily Sales Deposit,2404.86,Credit,Sales,Customer Payments,Credit Card
ACT-10254,2025-03-11,Inventory Purchase,General Inventory Purchase entry,101.48,Debit,Marketing,Various Wholesale,Check
ACT-10255,2025-01-08,Revenue,Daily Sales Deposit,3046.9,Credit,Sales,Customer Payments,ACH
ACT-10256,2025-10-10,Inventory Purchase,General Inventory Purchase entry,1364.16,Debit,Sales,Various Wholesale,Check
ACT-10257,2023-09-25,Office Supplies,General Office Supplies entry,1355.34,Debit,Warehouse,Staples Business,Check
ACT-10258,2025-03-30,Revenue,Daily Sales Deposit,1382.21,Credit,Sales,Customer Payments,Check
ACT-10259,2023-06-26,Revenue,Daily Sales Deposit,5298.32,Credit,Sales,Customer Payments,Credit Card
ACT-10260,2024-11-03,Revenue,Daily Sales Deposit,2824.76,Credit,Sales,Customer Payments,ACH
ACT-10261,2025-06-03,Revenue,Daily Sales Deposit,4973.75,Credit,Sales,Customer Payments,Credit Card
ACT-10262,2024-12-03,Revenue,Daily Sales Deposit,5320.66,Credit,Sales,Customer Payments,Credit Card
ACT-10263,2023-12-22,Utilities,General Utilities entry,1157.37,Debit,Admin,City Power & Water,ACH
ACT-10264,2025-06-01,Inventory Purchase,General Inventory Purchase entry,1481.49,Debit,Sales,Various Wholesale,Check
ACT-10265,2023-12-27,Office Supplies,General Office Supplies entry,1927.44,Debit,Marketing,Staples Business,ACH
ACT-10266,2024-06-28,Revenue,Daily Sales Deposit,2875.37,Credit,Sales,Customer Payments,Check
ACT-10267,2023-03-13,Revenue,Daily Sales Deposit,4476.67,Credit,Sales,Customer Payments,Check
ACT-10268,2023-08-08,Utilities,General Utilities entry,1675.04,Debit,Sales,City Power & Water,Check
ACT-10269,2023-01-09,Utilities,General Utilities entry,1029.44,Debit,Warehouse,City Power & Water,ACH
ACT-10270,2024-11-29,Office Supplies,General Office Supplies entry,431.52,Debit,Operations,Staples Business,Credit Card
ACT-10271,2025-07-25,Revenue,Daily Sales Deposit,1319.53,Credit,Sales,Customer Payments,Credit Card
ACT-10272,2023-04-03,Office Supplies,General Office Supplies entry,1094.9,Debit,Admin,Staples Business,ACH
ACT-10273,2024-07-24,Revenue,Daily Sales Deposit,1407.09,Credit,Sales,Customer Payments,Credit Card
ACT-10274,2025-08-03,Revenue,Daily Sales Deposit,4509.25,Credit,Sales,Customer Payments,Check
ACT-10275,2025-03-10,Inventory Purchase,General Inventory Purchase entry,1278.15,Debit,Sales,Various Wholesale,ACH
ACT-10276,2025-11-06,Utilities,General Utilities entry,1878.69,Debit,Sales,City Power & Water,Check
ACT-10277,2025-04-30,Revenue,Daily Sales Deposit,4085.52,Credit,Sales,Customer Payments,ACH
ACT-10278,2023-08-29,Utilities,General Utilities entry,575.9,Debit,Warehouse,City Power & Water,Check
ACT-10279,2025-06-23,Office Supplies,General Office Supplies entry,129.59,Debit,Marketing,Staples Business,Check
ACT-10280,2024-03-08,Utilities,General Utilities entry,207.03,Debit,Marketing,City Power & Water,Credit Card
ACT-10281,2023-06-13,Revenue,Daily Sales Deposit,2999.01,Credit,Sales,Customer Payments,ACH
ACT-10282,2025-08-19,Office Supplies,General Office Supplies entry,1151.22,Debit,Operations,Staples Business,ACH
ACT-10283,2023-10-09,Inventory Purchase,General Inventory Purchase entry,395.76,Debit,Warehouse,Various Wholesale,Credit Card
ACT-10284,2025-01-05,Revenue,Daily Sales Deposit,4273.34,Credit,Sales,Customer Payments,Credit Card
ACT-10285,2025-07-14,Revenue,Daily Sales Deposit,5012.5,Credit,Sales,Customer Payments,Check
ACT-10286,2024-12-23,Revenue,Daily Sales Deposit,4341.3,Credit,Sales,Customer Payments,Credit Card
ACT-10287,2023-05-16,Inventory Purchase,General Inventory Purchase entry,321.74,Debit,Operations,Various Wholesale,Credit Card
ACT-10288,2024-02-26,Office Supplies,General Office Supplies entry,1541.24,Debit,Marketing,Staples Business,ACH
ACT-10289,2025-12-26,Office Supplies,General Office Supplies entry,574.67,Debit,Operations,Staples Business,ACH
ACT-10290,2023-11-24,Revenue,Daily Sales Deposit,2576.42,Credit,Sales,Customer Payments,Credit Card
ACT-10291,2023-09-17,Revenue,Daily Sales Deposit,4180.65,Credit,Sales,Customer Payments,Check
ACT-10292,2024-01-29,Revenue,Daily Sales Deposit,3140.15,Credit,Sales,Customer Payments,Credit Card
ACT-10293,2023-08-18,Revenue,Daily Sales Deposit,2572.8,Credit,Sales,Customer Payments,Check
ACT-10294,2025-10-18,Office Supplies,General Office Supplies entry,90.14,Debit,Admin,Staples Business,Credit Card
ACT-10295,2025-03-31,Inventory Purchase,General Inventory Purchase entry,1710.36,Debit,Warehouse,Various Wholesale,ACH
ACT-10296,2024-10-15,Revenue,Daily Sales Deposit,4091.79,Credit,Sales,Customer Payments,ACH
ACT-10297,2025-07-27,Revenue,Daily Sales Deposit,2997.46,Credit,Sales,Customer Payments,Check
ACT-10298,2025-12-17,Revenue,Daily Sales Deposit,5377.68,Credit,Sales,Customer Payments,Credit Card
ACT-10299,2023-10-02,Revenue,Daily Sales Deposit,5878.65,Credit,Sales,Customer Payments,Check
ACT-10300,2025-10-30,Inventory Purchase,General Inventory Purchase entry,1658.29,Debit,Marketing,Various Wholesale,Credit Card
ACT-10301,2024-05-25,Office Supplies,General Office Supplies entry,1234.66,Debit,Sales,Staples Business,Credit Card
ACT-10302,2023-04-05,Revenue,Daily Sales Deposit,2546.57,Credit,Sales,Customer Payments,Check
ACT-10303,2024-01-26,Utilities,General Utilities entry,882.62,Debit,Admin,City Power & Water,Credit Card
ACT-10304,2025-03-30,Revenue,Daily Sales Deposit,4216.48,Credit,Sales,Customer Payments,Credit Card
ACT-10305,2023-07-27,Office Supplies,General Office Supplies entry,31.49,Debit,Warehouse,Staples Business,Credit Card
ACT-10306,2024-08-21,Inventory Purchase,General Inventory Purchase entry,38.47,Debit,Warehouse,Various Wholesale,ACH
ACT-10307,2023-11-27,Utilities,General Utilities entry,1800.15,Debit,Admin,City Power & Water,Credit Card
ACT-10308,2023-01-27,Revenue,Daily Sales Deposit,6247.2,Credit,Sales,Customer Payments,Credit Card
ACT-10309,2024-05-23,Revenue,Daily Sales Deposit,1471.29,Credit,Sales,Customer Payments,Check
ACT-10310,2025-05-18,Revenue,Daily Sales Deposit,5244.27,Credit,Sales,Customer Payments,Check
ACT-10311,2023-07-11,Inventory Purchase,General Inventory Purchase entry,1508.44,Debit,Warehouse,Various Wholesale,Check
ACT-10312,2023-04-25,Revenue,Daily Sales Deposit,4858.79,Credit,Sales,Customer Payments,Credit Card
ACT-10313,2023-02-20,Office Supplies,General Office Supplies entry,1742.5,Debit,Admin,Staples Business,Credit Card
ACT-10314,2024-02-24,Utilities,General Utilities entry,992.43,Debit,Operations,City Power & Water,Check
ACT-10315,2025-12-05,Office Supplies,General Office Supplies entry,1480.42,Debit,Operations,Staples Business,Check
ACT-10316,2025-04-21,Utilities,General Utilities entry,650.16,Debit,Marketing,City Power & Water,Check
ACT-10317,2025-03-11,Revenue,Daily Sales Deposit,1971.3,Credit,Sales,Customer Payments,ACH
ACT-10318,2025-08-23,Utilities,General Utilities entry,1948.05,Debit,Sales,City Power & Water,Check
ACT-10319,2024-06-05,Utilities,General Utilities entry,1204.01,Debit,Marketing,City Power & Water,ACH
ACT-10320,2025-04-12,Inventory Purchase,General Inventory Purchase entry,1049.97,Debit,Marketing,Various Wholesale,Check
ACT-10321,2024-10-16,Inventory Purchase,General Inventory Purchase entry,1821.06,Debit,Warehouse,Various Wholesale,ACH
ACT-10322,2023-11-09,Revenue,Daily Sales Deposit,1668.5,Credit,Sales,Customer Payments,Check
ACT-10323,2025-06-09,Office Supplies,General Office Supplies entry,1461.12,Debit,Marketing,Staples Business,Credit Card
ACT-10324,2023-03-23,Inventory Purchase,General Inventory Purchase entry,1584.72,Debit,Sales,Various Wholesale,Credit Card
ACT-10325,2025-02-04,Revenue,Daily Sales Deposit,3818.52,Credit,Sales,Customer Payments,Credit Card
ACT-10326,2023-05-01,Office Supplies,General Office Supplies entry,1615.26,Debit,Admin,Staples Business,ACH
ACT-10327,2024-06-29,Inventory Purchase,General Inventory Purchase entry,270.8,Debit,Sales,Various Wholesale,ACH
ACT-10328,2025-10-03,Inventory Purchase,General Inventory Purchase entry,1764.76,Debit,Admin,Various Wholesale,ACH
ACT-10329,2025-10-26,Utilities,General Utilities entry,950.5,Debit,Marketing,City Power & Water,Credit Card
ACT-10330,2023-12-03,Office Supplies,General Office Supplies entry,710.52,Debit,Operations,Staples Business,Credit Card
ACT-10331,2025-01-06,Office Supplies,General Office Supplies entry,216.7,Debit,Operations,Staples Business,ACH
ACT-10332,2023-03-08,Revenue,Daily Sales Deposit,4561.0,Credit,Sales,Customer Payments,ACH
ACT-10333,2025-11-15,Office Supplies,General Office Supplies entry,687.32,Debit,Marketing,Staples Business,ACH
ACT-10334,2023-01-30,Revenue,Daily Sales Deposit,4039.18,Credit,Sales,Customer Payments,Check
ACT-10335,2024-07-24,Office Supplies,General Office Supplies entry,352.72,Debit,Admin,Staples Business,Credit Card
ACT-10336,2023-06-02,Revenue,Daily Sales Deposit,5557.79,Credit,Sales,Customer Payments,Check
ACT-10337,2025-04-06,Revenue,Daily Sales Deposit,3751.32,Credit,Sales,Customer Payments,Check
ACT-10338,2025-11-21,Inventory Purchase,General Inventory Purchase entry,1261.85,Debit,Admin,Various Wholesale,ACH
ACT-10339,2023-01-13,Revenue,Daily Sales Deposit,4389.17,Credit,Sales,Customer Payments,Credit Card
ACT-10340,2023-05-18,Office Supplies,General Office Supplies entry,1042.57,Debit,Warehouse,Staples Business,Check
ACT-10341,2024-06-02,Revenue,Daily Sales Deposit,1470.3,Credit,Sales,Customer Payments,Check
ACT-10342,2025-01-21,Office Supplies,General Office Supplies entry,399.24,Debit,Warehouse,Staples Business,ACH
ACT-10343,2025-05-20,Revenue,Daily Sales Deposit,5455.93,Credit,Sales,Customer Payments,Credit Card
ACT-10344,2023-04-11,Revenue,Daily Sales Deposit,4101.6,Credit,Sales,Customer Payments,Check
ACT-10345,2025-08-04,Office Supplies,General Office Supplies entry,304.34,Debit,Warehouse,Staples Business,Credit Card
ACT-10346,2025-08-09,Inventory Purchase,General Inventory Purchase entry,136.79,Debit,Operations,Various Wholesale,ACH
ACT-10347,2023-02-02,Revenue,Daily Sales Deposit,5516.5,Credit,Sales,Customer Payments,ACH
ACT-10348,2025-02-05,Utilities,General Utilities entry,789.68,Debit,Marketing,City Power & Water,Credit Card
ACT-10349,2024-05-08,Inventory Purchase,General Inventory Purchase entry,1133.94,Debit,Admin,Various Wholesale,Credit Card
ACT-10350,2025-07-28,Revenue,Daily Sales Deposit,6027.36,Credit,Sales,Customer Payments,ACH
ACT-10351,2023-01-29,Office Supplies,General Office Supplies entry,1471.94,Debit,Admin,Staples Business,Credit Card
ACT-10352,2024-06-03,Inventory Purchase,General Inventory Purchase entry,1767.68,Debit,Operations,Various Wholesale,ACH
ACT-10353,2025-12-25,Office Supplies,General Office Supplies entry,1995.96,Debit,Marketing,Staples Business,Check
ACT-10354,2023-07-19,Revenue,Daily Sales Deposit,3609.91,Credit,Sales,Customer Payments,Credit Card
ACT-10355,2025-11-29,Office Supplies,General Office Supplies entry,834.28,Debit,Operations,Staples Business,Check
ACT-10356,2024-01-02,Office Supplies,General Office Supplies entry,1187.64,Debit,Admin,Staples Business,Check
ACT-10357,2024-11-27,Inventory Purchase,General Inventory Purchase entry,1306.01,Debit,Operations,Various Wholesale,ACH
ACT-10358,2025-02-26,Revenue,Daily Sales Deposit,2053.05,Credit,Sales,Customer Payments,Credit Card
ACT-10359,2025-05-04,Office Supplies,General Office Supplies entry,233.44,Debit,Marketing,Staples Business,Credit Card
ACT-10360,2023-05-30,Revenue,Daily Sales Deposit,1333.77,Credit,Sales,Customer Payments,ACH
ACT-10361,2023-06-23,Utilities,General Utilities entry,1889.68,Debit,Admin,City Power & Water,Check
ACT-10362,2023-01-15,Office Supplies,General Office Supplies entry,742.72,Debit,Sales,Staples Business,Credit Card
ACT-10363,2023-03-05,Inventory Purchase,General Inventory Purchase entry,1475.49,Debit,Admin,Various Wholesale,ACH
ACT-10364,2024-10-15,Inventory Purchase,General Inventory Purchase entry,1224.25,Debit,Marketing,Various Wholesale,Check
ACT-10365,2024-01-14,Revenue,Daily Sales Deposit,4687.42,Credit,Sales,Customer Payments,Check
ACT-10366,2023-05-22,Revenue,Daily Sales Deposit,3635.48,Credit,Sales,Customer Payments,Check
ACT-10367,2024-08-23,Revenue,Daily Sales Deposit,2222.74,Credit,Sales,Customer Payments,ACH
ACT-10368,2024-03-09,Revenue,Daily Sales Deposit,3175.35,Credit,Sales,Customer Payments,Credit Card
ACT-10369,2025-05-01,Office Supplies,General Office Supplies entry,921.97,Debit,Admin,Staples Business,Check
ACT-10370,2025-09-27,Inventory Purchase,General Inventory Purchase entry,1098.75,Debit,Operations,Various Wholesale,Check
ACT-10371,2025-09-13,Revenue,Daily Sales Deposit,6023.3,Credit,Sales,Customer Payments,Check
ACT-10372,2024-06-09,Inventory Purchase,General Inventory Purchase entry,1001.82,Debit,Admin,Various Wholesale,Check
ACT-10373,2024-10-24,Revenue,Daily Sales Deposit,3375.89,Credit,Sales,Customer Payments,ACH
ACT-10374,2023-01-27,Inventory Purchase,General Inventory Purchase entry,976.79,Debit,Admin,Various Wholesale,ACH
ACT-10375,2024-04-11,Revenue,Daily Sales Deposit,2778.78,Credit,Sales,Customer Payments,Check
ACT-10376,2024-07-20,Utilities,General Utilities entry,128.02,Debit,Sales,City Power & Water,Check
ACT-10377,2023-10-18,Utilities,General Utilities entry,1200.09,Debit,Admin,City Power & Water,ACH
ACT-10378,2023-10-10,Inventory Purchase,General Inventory Purchase entry,1836.43,Debit,Operations,Various Wholesale,ACH
ACT-10379,2023-10-12,Revenue,Daily Sales Deposit,2296.01,Credit,Sales,Customer Payments,ACH
ACT-10380,2023-01-08,Revenue,Daily Sales Deposit,2345.52,Credit,Sales,Customer Payments,ACH
ACT-10381,2024-04-17,Inventory Purchase,General Inventory Purchase entry,51.02,Debit,Operations,Various Wholesale,Credit Card
ACT-10382,2025-07-13,Revenue,Daily Sales Deposit,1863.51,Credit,Sales,Customer Payments,Credit Card
ACT-10383,2023-05-26,Revenue,Daily Sales Deposit,3921.65,Credit,Sales,Customer Payments,Credit Card
ACT-10384,2024-04-29,Revenue,Daily Sales Deposit,4662.5,Credit,Sales,Customer Payments,Credit Card
ACT-10385,2023-01-04,Revenue,Daily Sales Deposit,4343.02,Credit,Sales,Customer Payments,Credit Card
ACT-10386,2024-08-25,Utilities,General Utilities entry,1989.2,Debit,Admin,City Power & Water,ACH
ACT-10387,2025-08-23,Office Supplies,General Office Supplies entry,533.31,Debit,Marketing,Staples Business,Credit Card
ACT-10388,2025-06-18,Revenue,Daily Sales Deposit,3862.91,Credit,Sales,Customer Payments,ACH
ACT-10389,2025-08-06,Revenue,Daily Sales Deposit,3435.79,Credit,Sales,Customer Payments,ACH
ACT-10390,2025-12-31,Office Supplies,General Office Supplies entry,1168.93,Debit,Operations,Staples Business,Credit Card
ACT-10391,2025-04-30,Utilities,General Utilities entry,1241.86,Debit,Operations,City Power & Water,Credit Card
ACT-10392,2023-06-11,Office Supplies,General Office Supplies entry,511.46,Debit,Sales,Staples Business,ACH
ACT-10393,2025-10-11,Utilities,General Utilities entry,34.85,Debit,Warehouse,City Power & Water,ACH
ACT-10394,2024-02-26,Office Supplies,General Office Supplies entry,337.2,Debit,Admin,Staples Business,Check
ACT-10395,2025-08-10,Utilities,General Utilities entry,1554.37,Debit,Marketing,City Power & Water,ACH
ACT-10396,2025-04-13,Utilities,General Utilities entry,754.63,Debit,Warehouse,City Power & Water,Credit Card
ACT-10397,2025-03-06,Revenue,Daily Sales Deposit,4163.28,Credit,Sales,Customer Payments,Credit Card
ACT-10398,2023-12-14,Revenue,Daily Sales Deposit,2058.6,Credit,Sales,Customer Payments,Check
ACT-10399,2023-11-20,Inventory Purchase,General Inventory Purchase entry,1842.52,Debit,Admin,Various Wholesale,Credit Card
ACT-10400,2025-11-27,Revenue,Daily Sales Deposit,3438.67,Credit,Sales,Customer Payments,ACH
ACT-10401,2023-03-10,Inventory Purchase,General Inventory Purchase entry,1352.0,Debit,Sales,Various Wholesale,ACH
ACT-10402,2025-01-21,Inventory Purchase,General Inventory Purchase entry,64.6,Debit,Operations,Various Wholesale,ACH
ACT-10403,2024-12-01,Revenue,Daily Sales Deposit,1811.36,Credit,Sales,Customer Payments,ACH
ACT-10404,2023-01-10,Office Supplies,General Office Supplies entry,1643.81,Debit,Admin,Staples Business,ACH
ACT-10405,2025-02-17,Revenue,Daily Sales Deposit,2315.6,Credit,Sales,Customer Payments,ACH
ACT-10406,2023-12-17,Inventory Purchase,General Inventory Purchase entry,257.12,Debit,Sales,Various Wholesale,Check
ACT-10407,2023-06-17,Office Supplies,General Office Supplies entry,324.26,Debit,Warehouse,Staples Business,Check
ACT-10408,2024-10-23,Utilities,General Utilities entry,366.82,Debit,Admin,City Power & Water,Check
ACT-10409,2024-01-03,Office Supplies,General Office Supplies entry,1540.87,Debit,Marketing,Staples Business,ACH
ACT-10410,2024-08-25,Utilities,General Utilities entry,1420.94,Debit,Admin,City Power & Water,Credit Card
ACT-10411,2023-06-07,Revenue,Daily Sales Deposit,4014.88,Credit,Sales,Customer Payments,ACH
ACT-10412,2023-08-01,Office Supplies,General Office Supplies entry,51.25,Debit,Marketing,Staples Business,Credit Card
ACT-10413,2025-02-02,Office Supplies,General Office Supplies entry,267.95,Debit,Admin,Staples Business,ACH
ACT-10414,2023-07-19,Office Supplies,General Office Supplies entry,1241.58,Debit,Warehouse,Staples Business,ACH
ACT-10415,2024-09-04,Inventory Purchase,General Inventory Purchase entry,838.52,Debit,Warehouse,Various Wholesale,Check
ACT-10416,2025-03-17,Office Supplies,General Office Supplies entry,859.92,Debit,Sales,Staples Business,Credit Card
ACT-10417,2025-05-01,Revenue,Daily Sales Deposit,1872.29,Credit,Sales,Customer Payments,Credit Card
ACT-10418,2023-09-01,Revenue,Daily Sales Deposit,5686.32,Credit,Sales,Customer Payments,ACH
ACT-10419,2024-09-03,Office Supplies,General Office Supplies entry,1460.04,Debit,Admin,Staples Business,Credit Card
ACT-10420,2025-10-29,Office Supplies,General Office Supplies entry,1024.42,Debit,Marketing,Staples Business,Check
ACT-10421,2023-08-31,Office Supplies,General Office Supplies entry,1846.73,Debit,Operations,Staples Business,ACH
ACT-10422,2023-08-31,Office Supplies,General Office Supplies entry,1846.73,Debit,Operations,Staples Business,ACH
ACT-10423,2025-05-26,Revenue,Daily Sales Deposit,1739.88,Credit,Sales,Customer Payments,ACH
ACT-10424,2025-09-25,Revenue,Daily Sales Deposit,2378.31,Credit,Sales,Customer Payments,Check
ACT-10425,2024-12-25,Revenue,Daily Sales Deposit,3424.83,Credit,Sales,Customer Payments,Check
ACT-10426,2025-02-23,Inventory Purchase,General Inventory Purchase entry,1179.84,Debit,Warehouse,Various Wholesale,Check
ACT-10427,2023-04-29,Office Supplies,General Office Supplies entry,121.41,Debit,Admin,Staples Business,Credit Card
ACT-10428,2023-08-13,Revenue,Daily Sales Deposit,1924.36,Credit,Sales,Customer Payments,Credit Card
ACT-10429,2023-06-03,Inventory Purchase,General Inventory Purchase entry,274.92,Debit,Sales,Various Wholesale,Credit Card
ACT-10430,2023-01-10,Utilities,General Utilities entry,1326.56,Debit,Marketing,City Power & Water,Check
ACT-10431,2025-04-11,Inventory Purchase,General Inventory Purchase entry,1393.44,Debit,Marketing,Various Wholesale,Credit Card
ACT-10432,2025-08-26,Inventory Purchase,General Inventory Purchase entry,1102.43,Debit,Operations,Various Wholesale,Check
ACT-10433,2025-09-26,Utilities,General Utilities entry,821.18,Debit,Operations,City Power & Water,ACH
ACT-10434,2024-08-24,Revenue,Daily Sales Deposit,2350.84,Credit,Sales,Customer Payments,ACH
ACT-10435,2024-06-04,Inventory Purchase,General Inventory Purchase entry,1595.91,Debit,Operations,Various Wholesale,ACH
ACT-10436,2024-11-02,Office Supplies,General Office Supplies entry,1523.88,Debit,Sales,Staples Business,Credit Card
ACT-10437,2023-11-18,Revenue,Daily Sales Deposit,2631.53,Credit,Sales,Customer Payments,ACH
ACT-10438,2024-07-24,Revenue,Daily Sales Deposit,3620.0,Credit,Sales,Customer Payments,Credit Card
